no,rateContent,package,quality,price,service,logistics,other,sentiment,brand
1904,??????????????????????????????????????????????????,0,1,0,0,0,0,0,gr-2
1905,????????????????????????????????????????????????????????,0,0,0,1,0,1,0,gr-2
1906,??????????????????????????????????????????????????????????????????????????????????????????????,0,0,0,1,0,1,0,gr-2
1907,????????????,0,1,0,0,0,0,0,gr-2
1908,????????????????????????????5??????????????????????????,0,1,0,0,0,0,0,gr-2
1909,??????????????????????????????????????????????????????,0,1,0,0,0,0,0,gr-2
1910,????????????????????????????,0,0,0,0,0,1,0,gr-2
1911,??????????????????????????????????????????????????4????,0,1,0,0,0,0,0,gr-2
1912,????????????????????,0,1,0,0,0,0,0,gr-2
1913,??16??????????????????????????,0,1,0,0,0,0,0,gr-2
1914,????????????????????????????????????????????????????????????????????????????????????????????????????????????????????!,1,1,1,0,1,0,0,gr-2
1915,??????????????????,0,1,0,0,0,0,0,gr-2
1916,??????,0,1,0,0,0,0,0,gr-2
1917,??????????????????????????????????????????????????????????????????????????????????????????????????,0,1,0,0,0,0,0,gr-2
1918,??????????????????????,0,1,0,0,0,0,0,gr-2
1919,???????????????????,0,1,0,0,0,0,0,gr-2
1920,????????????????????????????????????????????????????????????????????????????,0,1,0,0,0,0,0,gr-2
1921,????????????????????????????????????????????????????????????????????????,0,1,1,0,0,0,1,gr-2
1922,??????????????????????????????????????????????????????????????,0,1,0,0,0,1,0,gr-2
1923,??????????????????????,1,1,0,0,0,0,0,gr-2
1924,??????????????????????????,0,1,0,0,0,0,1,gr-2
1925,??????&middot;??????????????,0,1,0,0,0,0,0,gr-2
1926,????????????????????????,0,1,0,0,0,0,0,gr-2
1927,??????????!,0,1,0,0,0,0,0,gr-2
1928,??????????????????????????????????????????????,0,1,0,0,0,0,0,gr-2
1929,??????????????????????????????????????????????????????????????????????????????????????????,0,1,0,0,1,0,0,gr-2
1930,??????????????,0,0,0,0,0,0,0,gr-2
1931,????????????????????????????????????????????????????????????,0,1,0,0,0,0,1,gr-2
1932,??????????????????????????????????????,0,1,0,0,0,0,0,gr-2
1933,??????????????????????????????????????????????????????????????????,0,1,0,0,0,0,0,gr-2
1934,????N??????????????????????,0,0,1,0,0,0,1,gr-2
1935,??????????????????,0,1,0,0,0,0,0,gr-2
1936,????????????????????,0,1,0,0,0,0,0,gr-2
1937,??????????????????????????????????,0,1,0,0,0,0,0,gr-2
1938,????????????,0,1,0,0,0,0,1,gr-2
1939,????6????????????????????????????????????????,0,0,1,0,0,0,1,gr-2
1940,????????????,0,1,0,0,0,0,1,gr-2
1941,????????????????????????????,0,1,0,0,0,0,0,gr-2
1942,??????????????????????????????????????????????,0,0,0,0,0,0,0,gr-2
1943,??????????????????????,0,1,0,0,0,0,0,gr-2
1944,??????????????????????????????,0,1,0,0,1,0,0,gr-2
1945,????????????????????????????????????2????????????????????????,0,1,0,0,0,0,0,gr-2
1946,??????????????????,0,1,0,0,0,0,0,gr-2
1947,??????????????????????????????????????????????????????????,0,1,0,0,0,0,0,gr-2
1948,????????????????????????,0,0,0,0,0,0,1,gr-2
1949,??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,0,1,0,0,0,0,0,gr-2
1950,???????????????????????,0,0,0,0,0,0,1,gr-2
1951,????????????,0,1,0,0,0,0,0,gr-2
1952,????????????????????????,0,0,0,0,0,1,1,gr-2
1953,??????????????????????????????????????????????????,0,1,0,0,0,0,0,gr-2
1954,"????????,??????????????????????????????????????????.",0,1,0,0,0,0,0,gr-2
1955,????????????????????????????????????,0,0,0,0,0,0,0,gr-2
1956,????????????????????????????????????????????????????????????????????,0,1,0,0,0,0,0,gr-2
1957,????????????????,0,1,0,0,0,0,0,gr-2
1958,??????????????,0,1,0,0,0,0,0,gr-2
1959,??????????????????????????????????????,0,1,0,0,0,0,0,gr-2
1960,??????????????????????????????????????????,0,1,0,0,0,0,0,gr-2
1961,????????????????,0,1,0,0,0,0,0,gr-2
1962,????????????????????????????????,0,1,0,0,1,0,0,gr-2
1963,????????????????????????????????????????????????????,0,1,0,0,0,0,0,gr-2
1964,????????????????????????????????????????????????????,1,0,0,0,0,0,1,gr-2
1965,??????????????????????????????,0,0,0,0,0,1,1,gr-2
1966,????????????????????????????????????????????????????,1,0,0,0,0,0,0,gr-2
1967,??????????????,0,1,0,0,0,0,0,gr-2
1968,??????????????????????????????????????????????????????????????????????????????????????????????????????????,0,1,0,0,0,0,0,gr-2
1969,??????,0,0,0,0,0,0,0,gr-2
1970,????????????????????????????????????????,0,1,0,0,0,0,0,gr-2
1971,????????????????????,0,1,0,0,1,0,0,gr-2
1972,????????????????,0,1,0,0,0,0,0,gr-2
1973,????????????????,0,1,0,0,0,0,0,gr-2
1974,"3??????????,5??????????,????!??????????,????????,????????,??????????,????!",0,1,0,0,0,0,0,gr-2
1975,????????????????,0,1,0,0,0,0,0,gr-2
1976,????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,0,1,0,0,0,0,1,gr-2
1977,"??????????????????????,??????",0,1,0,0,1,0,0,gr-2
1978,????????????????????????????????????????????????????,0,1,0,0,0,0,0,gr-2
1979,??????????????????????,0,0,0,0,0,0,0,gr-2
1980,??????????????????????????????????????????????????????,0,1,0,0,0,1,0,gr-2
1981,??????????????????????????????,0,1,0,0,0,0,1,gr-2
1982,????????????????,0,1,0,0,0,0,0,gr-2
1983,??????????????????????????????????????????????????????,1,0,0,0,0,1,1,gr-2
1984,????,0,0,0,0,0,0,1,gr-2
1985,????????????????????????????,0,1,0,0,0,1,0,gr-2
1986,??????????????????????,0,1,1,0,0,0,0,gr-2
1987,??????????????,0,1,0,0,0,0,0,gr-2
1988,??????????????????????????????????????????????????????,0,1,0,0,0,0,0,gr-2
1989,????????,0,1,0,0,0,0,0,gr-2
1990,????????????????????????????????????????????????????????????????,0,1,0,0,0,0,0,gr-2
1991,???????????????????????????????????????????????????????????????????,0,1,0,0,0,0,0,gr-2
1992,??????????????????????????????,0,0,0,0,0,0,0,gr-2
1993,????????????????????,0,0,0,0,0,1,0,gr-2
1994,????????????????????????????????,0,1,0,0,0,0,0,gr-2
1995,??????????????????????????????????????????????????????????,0,1,0,0,0,0,0,gr-2
1996,??????????????????????????????????????????????????????????????????????????,0,1,0,0,0,0,0,gr-2
1997,??????????????????,0,1,0,0,0,0,0,gr-2
1998,??????????????,0,0,0,0,0,1,0,gr-2
1999,??????????????????????????????????????????,0,1,0,0,0,0,0,gr-2
2000,????????????????????????????????,0,0,0,1,0,0,0,gr-2
2001,????????????????????????,1,0,0,0,0,0,0,gr-2
2002,??????????????????????????????????????????????????????????,1,1,0,0,0,0,0,gr-2
2003,????????????????????,0,1,0,0,0,0,0,gr-2
2004,??????????????????????????????????????????,0,1,0,0,0,0,0,gr-2
2005,????????????????????????,0,1,1,0,0,0,0,gr-3
2006,??????????????????????????????????????????????????????,0,1,0,0,0,0,0,gr-3
2007,??????????????????????????????????????????????,0,0,0,1,0,0,0,gr-3
2008,??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,0,1,0,0,0,0,1,gr-3
2009,"??????????????????????????????,??????????????????????????????????????????????????????????????????????????????????????????????????????",0,1,0,0,1,0,0,gr-3
2010,????????????????????????????????????????????????????????????????,0,1,0,0,0,0,1,gr-3
2011,????????????????????????????????????,0,1,0,0,0,0,0,gr-3
2012,??????????????????????????????,0,1,0,0,0,0,0,gr-3
2013,??????????????????????????????????????????????????????????????????????????????,0,1,0,0,0,0,0,gr-3
2014,??????????????????????????????????,0,1,0,0,0,0,1,gr-3
2015,????????????????,0,0,0,0,1,0,1,gr-3
2016,????????????,0,1,0,0,0,0,0,gr-3
2017,????????????????????????????????????????????????,0,1,0,0,0,0,0,gr-3
2018,????????????????????,1,1,0,0,0,0,0,gr-3
2019,????????????????????????????????????????????????????????,0,1,0,0,0,0,1,gr-3
2020,??????????????????????????????????????????????????????????????????????????????,0,1,1,0,0,0,0,gr-3
2021,??????????????????????????????????????????????????????,1,0,1,0,0,0,0,gr-3
2022,????????????????????????,0,1,1,0,0,0,1,gr-3
2023,??????????????????????????????????,0,1,0,0,0,0,0,gr-3
2024,????????????????????????????????????????????????????????????????????????????????????????,1,0,0,0,0,0,1,gr-3
2025,??????????????,0,0,0,0,0,0,0,gr-3
2026,??????????????????????????????,1,0,0,0,0,0,0,gr-3
2027,??????????????????????????????????????????,0,1,0,0,0,0,0,gr-3
2028,????????????????????????????????????????????????????????,1,0,0,0,1,0,0,gr-3
2029,????????????????????????????????????,0,0,1,0,0,0,1,gr-3
2030,??????????????????????????????,0,1,0,0,0,0,0,gr-3
2031,??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,1,1,0,0,0,0,0,gr-3
2032,??????????????????????????????,1,0,1,0,1,0,0,gr-3
2033,????????????????????????????????????????????????,1,0,0,0,0,0,0,gr-3
2034,??????????????????,0,1,0,0,0,0,0,gr-3
2035,??????????????????????????????????????,0,1,0,0,0,0,1,gr-3
2036,????????????????????,0,1,0,0,0,0,0,gr-3
2037,??????????????????????,0,0,0,0,0,1,1,gr-3
2038,????&hellip;&hellip;????????????????????&hellip;,0,1,0,0,0,0,1,gr-3
2039,??????????????????????????????????????????,0,1,0,0,0,0,0,gr-3
2040,????????,1,0,0,0,0,0,0,gr-3
2041,"??????????,???????????? ????????",0,1,0,1,0,0,0,gr-3
2042,??????????????????????????????????????????????????????????,0,1,0,0,1,0,1,gr-3
2043,??????????????????????????????????,0,1,0,0,0,0,1,gr-3
2044,??????????????????,0,1,0,0,0,0,0,gr-3
2045,????????????????????????????????????????????????????????????????????,0,1,0,0,0,0,0,gr-3
2046,??????????????,0,1,0,0,0,0,0,gr-3
2047,??????????????????????????????????????????????????,0,1,0,0,0,0,0,gr-3
2048,????????,0,1,0,0,0,0,0,gr-3
2049,????????????????,0,0,0,0,0,0,0,gr-3
2050,????????????????,0,0,0,0,0,0,0,gr-3
2051,????????????????????,1,1,0,0,0,0,0,gr-3
2052,????????????,0,1,0,0,0,0,0,gr-3
2053,????????????????????????????????????????????????????,1,0,0,0,0,0,0,gr-3
2054,????????????????????????????????,0,1,0,0,0,0,0,gr-3
2055,"????????????????,????????????????",1,1,0,0,0,0,0,gr-3
2056,????????????????????????????????????,0,0,0,0,0,1,1,gr-3
2057,??????????????????????,0,1,0,0,0,0,0,gr-3
2058,??????????????????????????????????????????????????????????????,0,0,0,0,0,1,1,gr-3
2059,????????????????????????????????????????????????????????,0,1,0,0,1,0,1,gr-3
2060,????????????????????????????????????,1,1,0,0,0,0,0,gr-3
2061,??????????????????????????????????????????????????????????????????,1,1,1,0,0,0,0,gr-3
2062,??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,0,1,0,0,0,0,1,gr-3
2063,????????????????????,0,1,0,0,0,0,0,gr-3
2064,??????????????????????????????????????,0,1,1,0,0,0,1,gr-3
2065,??????????????????????????????????????????,0,1,0,0,0,0,0,gr-3
2066,??????????????????????????,0,1,0,0,0,0,0,gr-3
2067,??????????????????????????????????,1,1,0,0,0,0,0,gr-3
2068,??????????5????,0,1,0,0,0,0,0,gr-3
2069,??????????????????????????????,0,1,0,0,0,1,0,gr-3
2070,??????????????????????????????????????????????????????????????????????????????????????????????????,0,1,0,0,1,0,0,gr-3
2071,??????????????????????,0,1,0,0,0,0,0,gr-3
2072,??????,0,1,0,0,0,0,1,gr-3
2073,??????????????????????????????????,0,0,1,0,0,0,0,gr-3
2074,??????????????????????????????,1,1,0,0,0,0,0,gr-3
2075,????????????????????????????,0,0,0,0,0,1,0,gr-3
2076,????????????????,0,0,0,0,0,0,0,gr-3
2077,??????????????????????????????,0,0,0,0,0,0,0,gr-3
2078,??????????,0,1,0,0,0,0,0,gr-3
2079,????????????????,0,1,0,1,0,0,0,gr-3
2080,????????????????EMS??????????????????????????EMS??????????????????,0,1,0,0,1,0,1,gr-3
2081,??????????????????????????????,0,1,0,0,0,1,0,gr-3
2082,??????????????????????????????????????????????????,1,0,0,0,0,0,1,gr-3
2083,????????????????????????????????????????????????????????????????,0,0,0,1,0,0,0,gr-3
2084,??????,0,1,0,0,0,0,1,gr-3
2085,????????????????,0,0,1,0,0,0,1,gr-3
2086,??????,0,0,0,0,0,0,0,gr-3
2087,??????????????????????????????????????????,1,1,0,0,0,0,0,gr-3
2088,????????????????????????????,0,1,0,0,0,0,0,gr-3
2089,??????????????????????????????????????,0,1,0,0,0,0,0,gr-3
2090,????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,0,1,0,0,0,0,1,gr-3
2091,????????????????????,0,0,0,0,0,0,0,gr-3
2092,????????????????,0,1,0,0,0,0,0,gr-3
2093,??????????????????????,0,1,0,0,1,0,0,gr-3
2094,??????????????????,0,1,0,0,1,0,1,gr-3
2095,????????????????????????????????????????????,1,0,0,0,0,0,0,gr-3
2096,??????????????????????????,0,0,0,0,0,0,0,gr-3
2097,????????????????????????????????,1,0,0,0,1,0,0,gr-3
2098,??????????????,0,1,0,0,0,0,0,gr-3
2099,??????????????????????????????????????????,1,0,0,0,0,0,0,gr-3
2100,????????????????????????????????????????????????????????,1,0,0,0,0,0,0,gr-3
2101,??????????????????????????????????????,0,0,0,0,0,1,0,gr-3
2102,????????????????????????????????????,0,1,0,0,0,0,0,gr-3
2103,??????????????????????????????,0,1,0,0,0,0,0,gr-3
2104,????????????????????,0,0,1,0,0,0,0,gr-3
2105,????????????????????????????????,0,0,1,0,0,0,0,gr-3
2106,??????????????????????????,0,1,0,0,0,0,0,gr-3
2107,??????????????????????????10??,0,0,1,0,0,0,1,gr-3
2108,????????????????????????,0,1,0,1,1,0,0,gr-3
2109,??????????????????????????????????????????????????????????,0,1,1,0,0,0,0,gr-3
2110,??????????????????????????????~????,0,1,0,0,0,0,1,gr-3
2111,??????????????????????????????????,0,1,1,0,0,0,1,gr-3
2112,????????????????????????,0,1,0,0,0,0,0,gr-3
2113,????????????????????????????????????????????????????????????,1,0,0,0,0,0,0,gr-3
2114,??????????????????????????????,1,1,0,0,0,0,0,gr-3
2115,??????????????????????3??????7?????????????????????????????????????????????????????????????,0,1,0,0,1,0,1,gr-3
2116,????????????????????????????????????????????????????????????????????????????????????????????????????,0,1,0,0,0,0,1,gr-3
2117,??????????????????????????????????,1,0,0,0,0,0,0,gr-3
2118,????????????????????????????????????????????????????????????????????????????????????????????5????????,1,1,0,0,0,0,0,gr-3
2119,????????????????,1,1,0,0,0,0,1,gr-3
2120,????????????????????????????,0,1,0,0,0,0,0,gr-3
2121,????????????????????????????????????,0,1,0,0,0,0,0,gr-3
2122,????????????????????????????????????????????????????????????????????????????????????????,0,1,0,0,0,0,0,gr-3
2123,????????????????????????????,1,1,0,0,0,0,1,gr-3
2124,????????????????40????????????????????????????????????????????,0,0,1,0,0,0,0,gr-3
2125,??????????????,1,0,0,0,0,0,1,gr-3
2126,??????????????????????,0,0,1,0,0,0,0,gr-3
2127,????????????????????????????????????????????????????????????,1,0,0,0,0,0,0,gr-3
2128,??????????????????????,0,1,0,0,0,0,1,gr-3
2129,????????????????????????????????????????????????????????????,0,1,0,0,1,0,1,gr-3
2130,????????????????????????????????????????????????,1,1,0,0,0,0,0,gr-3
2131,??????????????????????????????????????,0,1,0,0,0,0,0,gr-3
2132,??????!????????????????????????????J????!,1,1,0,0,0,0,1,gr-3
2133,????????????????????????????????????????????,1,1,0,0,0,0,0,gr-3
2134,????????,0,1,0,0,0,0,0,gr-3
2135,????????????????,0,1,0,0,0,0,0,gr-3
2136,??????????????????????????,1,1,0,0,0,0,1,gr-3
2137,????????????????,0,1,0,0,0,0,0,gr-3
2138,??????????????,0,1,0,0,0,0,1,gr-3
2139,????????????????,0,1,0,0,0,0,1,gr-3
2140,????????????????????????????????,1,1,0,0,0,0,1,gr-3
2141,????????????????????????????????????????????????????????,0,1,0,0,0,0,0,gr-3
2142,??????????????????????????&ldquo;,0,1,0,0,0,0,1,gr-3
2143,????????????????????2????????????????????,0,1,0,0,0,0,0,gr-3
2144,??????????????????,0,1,0,0,0,0,0,gr-3
2145,????????????????????????????,0,1,0,0,0,0,0,gr-3
2146,????????????????????????????????,1,1,0,0,0,0,1,gr-3
2147,????????????????,1,0,0,0,0,0,0,gr-3
2148,??????????????????????????,0,1,0,0,0,0,0,gr-3
2149,??????????????,0,1,0,0,0,0,0,gr-3
2150,????????????????????,0,1,0,0,0,0,0,gr-3
2151,??????,0,1,0,0,0,0,0,gr-3
2152,??????????????????????,0,1,0,0,0,0,0,gr-3
2153,????????,0,1,0,0,0,0,0,gr-3
2154,??????????????????????????????????????????????????????????????????????,1,1,0,0,1,0,0,gr-3
2155,????????????????????????????????????????????,1,1,0,1,1,0,0,gr-3
2156,????????????????????????????????????????????,0,0,1,1,0,0,0,gr-3
2157,????????????????????????????????????????????????????????????????????????????,1,0,0,0,0,0,0,gr-3
2158,????????????????????,0,1,0,0,0,0,0,gr-3
2159,??????????????????????????,0,1,0,0,0,0,0,gr-3
2160,??????????????????????,0,1,0,0,0,0,0,gr-3
2161,??????????????,0,1,0,0,0,0,0,gr-3
2162,????????????????????,1,0,0,0,0,0,1,gr-3
2163,????????????????????????????????????????????????????????????,0,0,1,0,0,0,0,gr-3
2164,????????????????????????????????????????????????????????,0,1,0,0,0,0,1,gr-3
2165,????????????,0,1,0,0,0,0,0,gr-3
2166,????????????????,0,0,1,0,0,0,0,gr-3
2167,????????????????,0,1,0,0,0,0,1,gr-3
2168,??????????????????,0,1,0,0,0,0,1,gr-3
2169,??????????????????????????????????????????????????????????,1,0,0,0,0,0,0,gr-3
2170,????????,0,1,0,0,0,0,0,gr-3
2171,??????????????????,0,0,0,0,1,0,0,gr-3
2172,??????????????????????????????????????????????,0,1,0,0,0,0,0,gr-3
2173,??????????????????????????,0,1,0,0,0,0,0,gr-3
2174,??????????????????????????????????????????????????????????,0,1,1,0,1,0,0,gr-3
2175,????????????????????????????????????????????????????????????????????&hellip;,1,1,0,0,0,0,0,gr-3
2176,??????????????????????????????????????,1,1,0,0,0,0,0,gr-3
2177,??????????????????????????????????,0,1,0,0,0,0,0,gr-3
2178,??????????????????,0,1,0,0,0,0,0,gr-3
2179,????????????????????????????????????????,0,0,0,1,0,0,0,gr-3
2180,??????????????????????,1,1,0,0,0,0,0,gr-3
2181,??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,1,1,0,0,0,0,0,gr-3
2182,???????????????????????????????,1,1,0,0,0,0,0,gr-3
2183,????????????????????????????????????????,0,1,0,0,0,0,0,gr-3
2184,??????,0,0,0,1,0,0,0,gr-3
2185,????????????????????????,0,1,0,0,0,0,0,gr-3
2186,????????????????.????????????????????????????????,0,1,0,0,0,0,0,gr-3
2187,??????????????????????????????????????????????????????????????????,0,1,0,0,0,0,0,gr-3
2188,????????????????????????????????????????????????????????????????????????????????????????????????????????4??20??????????????????????????????????????,0,1,0,0,0,0,0,gr-3
2189,??????????????????,1,1,0,0,0,0,0,gr-3
2190,????????????????????????????????????????,1,1,0,0,0,0,1,gr-3
2191,????????????,0,0,0,0,0,1,0,gr-3
2192,????????,0,1,0,0,0,0,0,gr-3
2193,??????????????,1,0,0,0,0,0,0,gr-3
2194,??????????????????????,0,0,1,0,0,0,0,gr-3
2195,??????????????????????????????????????????????????????,1,0,0,0,0,0,0,gr-3
2196,????????????????,0,1,0,0,0,0,0,gr-3
2197,??????????????????????,1,0,0,0,0,0,0,gr-3
2198,????????????????,0,1,0,0,0,0,0,gr-3
2199,????????????,0,1,0,0,0,0,0,gr-3
2200,??????????????????????????????????????,1,1,0,0,0,0,1,gr-3
2201,??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,1,1,0,0,0,0,0,gr-3
2202,??????????????????????????????????????????????????????????????????????????,1,1,0,0,1,0,0,gr-3
2203,??????(????????)????????????????????????????????????5??????????,0,1,0,0,1,0,0,gr-3
2204,??????????????????????,0,1,0,0,0,0,0,gr-3
2205,??????????????????????????,0,1,1,0,0,0,0,gr-3
2206,????????????????????????????????????????????????,1,0,0,0,0,0,1,gr-3
2207,????????????????????????,0,1,0,0,0,0,0,gr-3
2208,??????????&rsquo;????????????????????????ok,1,1,0,0,0,0,0,gr-3
2209,????????????????????????????????????????????????????????????????????????,1,1,0,0,0,0,0,gr-3
2210,????????????????????,0,1,0,0,0,0,0,gr-3
2211,??????????????,1,0,0,0,0,0,1,gr-3
2212,????????????????????,0,1,0,0,0,0,0,gr-3
2213,??????????????????????????,0,1,0,0,0,0,0,gr-3
2214,??????????????????????????????,1,1,0,0,0,0,0,gr-3
2215,????????????????????????????????,0,1,0,0,1,0,0,gr-3
2216,????????????????????????,0,1,0,0,0,0,0,gr-3
2217,??????????????????????????????????????????????????????????????,0,1,0,0,0,0,0,gr-3
2218,????????????????????????????????????????5????,0,1,0,0,0,0,0,gr-3
2219,??????????????????,1,0,0,0,0,0,0,gr-3
2220,??????????????????????????,0,0,0,0,0,1,0,gr-3
2221,??????????????????????????????????????????????,0,1,0,0,0,0,0,gr-3
2222,??????????????,0,1,1,0,0,0,0,gr-3
2223,??????????????????????????????????????????????????????????,1,1,0,0,1,0,0,gr-3
2224,????????????????,0,1,0,0,0,0,0,gr-3
2225,??????????????????????????????????????,1,0,0,0,0,0,0,gr-3
2226,??????????????????????????????,1,1,0,0,0,0,0,gr-3
2227,????????????????????????????,0,0,0,0,0,0,0,gr-3
2228,????????????????????????????????????,1,1,0,0,0,0,0,gr-3
2229,????????????????????????????????????????????????????????????,1,0,0,0,0,0,0,gr-3
2230,??????????????????????????????????????????????,1,0,0,1,1,0,0,gr-3
2231,??????????????,0,1,0,0,0,0,0,gr-3
2232,??????????????????????????????????????????????????????????????????????????,1,1,1,0,0,0,0,gr-3
2233,??????????????????,0,0,1,0,0,0,0,gr-3
2234,??????????????????????????????????????????????????????,0,1,0,0,0,0,0,gr-3
2235,??????????????????????????????????????????????????????????????????????,1,1,0,0,0,0,0,gr-3
2236,????????????????????????????????????????????????????????????????????????????,1,1,0,0,1,0,0,gr-3
2237,??????????????????????????????????????????????????????????????????????????????????5????????????,0,1,0,0,0,0,0,gr-3
2238,??????????????????????????????????????????????????????????????????????????????????????????????????????????,1,1,1,0,0,0,0,gr-3
2239,????????????????????????????,0,1,0,0,0,0,0,gr-3
2240,????????????????????????????????????,1,0,0,0,1,0,0,gr-3
2241,??????????????????????????????????,1,0,0,0,0,0,1,gr-3
2242,????????????????????????????,0,0,1,0,0,0,1,gr-3
2243,??????????????????????????????????,1,1,0,0,0,0,0,gr-3
2244,??????????????????????,1,1,0,0,0,0,0,gr-3
2245,????????????????????????????????????????????????????????????????????????????????????????????????,0,1,0,0,0,0,1,gr-3
2246,????????????,0,0,0,0,0,0,0,gr-3
2247,????????????????????????????????????,0,1,0,0,0,0,1,gr-3
2248,??????????????,1,0,0,0,0,0,0,gr-3
2249,????????????????????,0,0,1,0,0,0,0,gr-3
2250,????????????????????,0,0,0,0,0,0,0,gr-3
2251,????????????????????????,0,0,1,0,0,0,0,gr-3
2252,??????????????????,1,0,1,0,0,0,0,gr-3
2253,??????????????????????????????????????????????????????????,1,0,1,0,0,0,0,gr-3
2254,??3????????~????????????????????~,0,1,1,0,0,0,0,gr-3
2255,????????????????????????????????????????????????????????????????????????????????????????,1,1,0,0,0,0,0,gr-3
2256,????????????????????????????????????????????????????????????????????????????????,0,0,0,0,1,0,0,gr-3
2257,??????????????????????????????????,1,1,0,0,0,0,0,gr-3
2258,??????????????????????????????????,1,0,0,0,0,0,0,gr-3
2259,????????????,1,0,0,0,0,0,0,gr-3
2260,??????????????????????????????????,1,1,0,0,0,0,0,gr-3
2261,??????????????????????????,0,1,0,0,0,0,0,gr-3
2262,?@????????????,0,1,0,0,0,0,0,gr-3
2263,????????????????,1,1,0,0,0,0,0,gr-3
2264,????????????????????????????????????????????????????????????????????,1,1,0,0,0,0,0,gr-3
2265,????????????????????????????????????????????,0,1,0,0,0,1,0,gr-3
2266,????????????????????????????????,1,0,0,0,0,0,0,gr-3
2267,????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,0,1,1,0,0,0,1,gr-3
2268,??????????????????????????????????????????????????????????,1,0,0,0,1,0,0,gr-3
2269,????????????????????????????????????????????????????,0,1,0,0,0,0,0,gr-3
2270,????????????????????????????????????&hellip;??????????????&hellip;????????????????????????????????,1,1,1,0,0,0,1,gr-3
2271,??????????????????????????????????????????????????????????????????????????????????,1,1,0,0,0,0,0,gr-3
2272,????????????????????????????????????????????????????????????????????????????????????????????,0,1,0,0,0,0,1,gr-3
2273,????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,1,0,0,0,0,0,1,gr-3
2274,??????????????????????????????????????????????????????????????????,1,1,0,0,0,0,1,gr-3
2275,??????????????????,1,1,0,0,0,0,0,gr-3
2276,????????????????????????????????????????????,1,1,0,0,0,0,0,gr-3
2277,??????????????,0,0,0,0,0,1,1,gr-3
2278,??????????????????????????????????????????????????????????,1,1,0,0,0,0,0,gr-3
2279,????????????????????????????????????????????????????????????,1,1,0,0,1,0,0,gr-3
2280,??????????????????,0,1,0,0,0,0,1,gr-3
2281,??????????????????????????????????????????????????????????????????????????,1,1,0,0,0,0,0,gr-3
2282,"????,????????????,??????????????.????????????????,??????????????????????????????????????????????????????????,????????????????,??????????????????????????????????????????????.????????????????????,??????????????????????????????????????.????????????????????????????????! ????????????????,??????!??????!",0,1,0,0,0,0,0,gr-3
2283,??????????????????????????????????????????????????????????,0,1,0,0,0,0,0,gr-3
2284,????????????????????????????????,0,0,1,0,0,0,0,gr-3
2285,????????????????????????,1,0,0,0,1,0,0,gr-3
2286,??????????????????????????????????????????,0,1,0,0,0,0,0,gr-3
2287,????????????????????????????????,0,1,0,0,0,0,0,gr-3
2288,??????????????????????,0,0,0,0,0,1,0,gr-3
2289,??????????????????,0,1,0,0,0,0,0,gr-3
2290,??????????????????????????????????,1,0,1,0,0,0,0,gr-3
2291,????????????????????????????????????????????????????????,1,1,0,0,0,0,0,gr-3
2292,????????????+??????????????????????????????????????????????????????????????????????????????????????????????????????????5??????,1,1,0,0,0,0,0,gr-3
2293,????????????????????????,0,1,0,0,0,0,0,gr-3
2294,??????????????????????????????????????????????????????????,1,1,0,0,0,0,0,gr-3
2295,????????????????????????????????,0,1,0,0,0,0,0,gr-3
2296,haoping,0,0,0,0,0,1,0,gr-3
2297,??????????????????,0,1,0,0,0,0,0,gr-3
2298,??????????????????????,0,1,0,0,0,0,0,gr-3
2299,??????????????????????????????????????????????????????????????????????????????????????????,1,1,0,0,0,0,0,gr-3
2300,????????,0,1,0,0,0,0,0,gr-3
2301,??????????????????  ??  ??????????????????  ??????????????  ??????????,1,1,0,0,0,0,1,gr-3
2302," ????????,????????,????????",1,1,0,0,0,0,0,gr-3
2303,??????????????????????????????,0,1,0,0,0,0,0,gr-3
2304,????????????????????,1,1,0,0,0,0,1,gr-3
2305,??????????????????????,0,0,0,1,1,0,0,gr-3
2306,??????????????????????????????????????????????????????????????????????????????????,0,0,1,1,0,0,0,re-1
2307,????????????????????????????,0,1,0,0,0,0,0,re-1
2308,??????????????????????????????????????????????????????????????????????????????????,0,0,1,0,0,0,0,re-1
2309,6??????????????????????????????????????????????????????????????????????????????????????????????????????,0,1,1,0,0,0,0,re-1
2310,??????????????????????????????????????????????????,0,1,0,0,0,0,0,re-1
2311,??????????????????????????????????????????????????????????????????????????????????,0,0,1,1,0,0,0,re-1
2312,??????????????,1,0,0,0,1,0,0,re-1
2313,??????????????????????????????????????????????????????????????????????????????????,0,0,1,1,0,0,0,re-1
2314,"????????,????????,????????.",1,0,0,0,0,0,0,re-1
2315,????????????????????????????????????????????????????????????????????????,1,0,1,0,0,0,0,re-1
